"seed","arm","repeat_id","fold","sample_id"
20260620,"leaky",1,3,"GSM615371"
20260620,"leaky",1,3,"GSM615380"
20260620,"leaky",1,3,"GSM615390"
20260620,"leaky",1,3,"GSM615393"
20260620,"leaky",1,3,"GSM615398"
20260620,"leaky",1,3,"GSM615402"
20260620,"leaky",1,3,"GSM615405"
20260620,"leaky",1,4,"GSM615117"
20260620,"leaky",1,4,"GSM615120"
20260620,"leaky",1,4,"GSM615124"
20260620,"leaky",1,4,"GSM615126"
20260620,"leaky",1,4,"GSM615136"
20260620,"leaky",1,4,"GSM615146"
20260620,"leaky",1,4,"GSM615149"
20260620,"leaky",1,4,"GSM615158"
20260620,"leaky",1,4,"GSM615160"
20260620,"leaky",1,4,"GSM615165"
20260620,"leaky",1,4,"GSM615171"
20260620,"leaky",1,4,"GSM615173"
20260620,"leaky",1,4,"GSM615174"
20260620,"leaky",1,4,"GSM615175"
20260620,"leaky",1,4,"GSM615185"
20260620,"leaky",1,4,"GSM615186"
20260620,"leaky",1,4,"GSM615189"
20260620,"leaky",1,4,"GSM615196"
20260620,"leaky",1,4,"GSM615201"
20260620,"leaky",1,4,"GSM615205"
20260620,"leaky",1,4,"GSM615213"
20260620,"leaky",1,4,"GSM615218"
20260620,"leaky",1,4,"GSM615220"
20260620,"leaky",1,4,"GSM615225"
20260620,"leaky",1,4,"GSM615227"
20260620,"leaky",1,4,"GSM615239"
20260620,"leaky",1,4,"GSM615241"
20260620,"leaky",1,4,"GSM615243"
20260620,"leaky",1,4,"GSM615250"
20260620,"leaky",1,4,"GSM615251"
20260620,"leaky",1,4,"GSM615252"
20260620,"leaky",1,4,"GSM615258"
20260620,"leaky",1,4,"GSM615267"
20260620,"leaky",1,4,"GSM615268"
20260620,"leaky",1,4,"GSM615275"
20260620,"leaky",1,4,"GSM615277"
20260620,"leaky",1,4,"GSM615283"
20260620,"leaky",1,4,"GSM615288"
20260620,"leaky",1,4,"GSM615290"
20260620,"leaky",1,4,"GSM615299"
20260620,"leaky",1,4,"GSM615303"
20260620,"leaky",1,4,"GSM615307"
20260620,"leaky",1,4,"GSM615309"
20260620,"leaky",1,4,"GSM615311"
20260620,"leaky",1,4,"GSM615314"
20260620,"leaky",1,4,"GSM615316"
20260620,"leaky",1,4,"GSM615319"
20260620,"leaky",1,4,"GSM615323"
20260620,"leaky",1,4,"GSM615325"
20260620,"leaky",1,4,"GSM615332"
20260620,"leaky",1,4,"GSM615333"
20260620,"leaky",1,4,"GSM615334"
20260620,"leaky",1,4,"GSM615336"
20260620,"leaky",1,4,"GSM615338"
20260620,"leaky",1,4,"GSM615341"
20260620,"leaky",1,4,"GSM615343"
20260620,"leaky",1,4,"GSM615346"
20260620,"leaky",1,4,"GSM615350"
20260620,"leaky",1,4,"GSM615365"
20260620,"leaky",1,4,"GSM615376"
20260620,"leaky",1,4,"GSM615396"
20260620,"leaky",1,4,"GSM615400"
20260620,"leaky",1,5,"GSM615096"
20260620,"leaky",1,5,"GSM615107"
20260620,"leaky",1,5,"GSM615110"
20260620,"leaky",1,5,"GSM615113"
20260620,"leaky",1,5,"GSM615114"
20260620,"leaky",1,5,"GSM615122"
20260620,"leaky",1,5,"GSM615123"
20260620,"leaky",1,5,"GSM615128"
20260620,"leaky",1,5,"GSM615152"
20260620,"leaky",1,5,"GSM615155"
20260620,"leaky",1,5,"GSM615161"
20260620,"leaky",1,5,"GSM615164"
20260620,"leaky",1,5,"GSM615166"
20260620,"leaky",1,5,"GSM615177"
20260620,"leaky",1,5,"GSM615178"
20260620,"leaky",1,5,"GSM615181"
20260620,"leaky",1,5,"GSM615182"
20260620,"leaky",1,5,"GSM615190"
20260620,"leaky",1,5,"GSM615191"
20260620,"leaky",1,5,"GSM615207"
20260620,"leaky",1,5,"GSM615208"
20260620,"leaky",1,5,"GSM615215"
20260620,"leaky",1,5,"GSM615217"
20260620,"leaky",1,5,"GSM615222"
20260620,"leaky",1,5,"GSM615229"
20260620,"leaky",1,5,"GSM615232"
20260620,"leaky",1,5,"GSM615233"
20260620,"leaky",1,5,"GSM615234"
20260620,"leaky",1,5,"GSM615238"
20260620,"leaky",1,5,"GSM615242"
20260620,"leaky",1,5,"GSM615244"
20260620,"leaky",1,5,"GSM615249"
20260620,"leaky",1,5,"GSM615254"
20260620,"leaky",1,5,"GSM615266"
20260620,"leaky",1,5,"GSM615278"
20260620,"leaky",1,5,"GSM615279"
20260620,"leaky",1,5,"GSM615291"
20260620,"leaky",1,5,"GSM615292"
20260620,"leaky",1,5,"GSM615293"
20260620,"leaky",1,5,"GSM615298"
20260620,"leaky",1,5,"GSM615305"
20260620,"leaky",1,5,"GSM615315"
20260620,"leaky",1,5,"GSM615317"
20260620,"leaky",1,5,"GSM615320"
20260620,"leaky",1,5,"GSM615327"
20260620,"leaky",1,5,"GSM615328"
20260620,"leaky",1,5,"GSM615349"
20260620,"leaky",1,5,"GSM615358"
20260620,"leaky",1,5,"GSM615364"
20260620,"leaky",1,5,"GSM615367"
20260620,"leaky",1,5,"GSM615372"
20260620,"leaky",1,5,"GSM615374"
20260620,"leaky",1,5,"GSM615378"
20260620,"leaky",1,5,"GSM615381"
20260620,"leaky",1,5,"GSM615383"
20260620,"leaky",1,5,"GSM615385"
20260620,"leaky",1,5,"GSM615386"
20260620,"leaky",1,5,"GSM615387"
20260620,"leaky",1,5,"GSM615391"
20260620,"leaky",1,5,"GSM615403"
20260620,"leaky",1,5,"GSM615404"
20260620,"leaky",2,1,"GSM615100"
20260620,"leaky",2,1,"GSM615101"
20260620,"leaky",2,1,"GSM615108"
20260620,"leaky",2,1,"GSM615114"
20260620,"leaky",2,1,"GSM615115"
20260620,"leaky",2,1,"GSM615117"
20260620,"leaky",2,1,"GSM615121"
20260620,"leaky",2,1,"GSM615124"
20260620,"leaky",2,1,"GSM615128"
20260620,"leaky",2,1,"GSM615130"
20260620,"leaky",2,1,"GSM615146"
20260620,"leaky",2,1,"GSM615159"
20260620,"leaky",2,1,"GSM615166"
20260620,"leaky",2,1,"GSM615184"
20260620,"leaky",2,1,"GSM615185"
20260620,"leaky",2,1,"GSM615187"
20260620,"leaky",2,1,"GSM615194"
20260620,"leaky",2,1,"GSM615198"
20260620,"leaky",2,1,"GSM615209"
20260620,"leaky",2,1,"GSM615211"
20260620,"leaky",2,1,"GSM615212"
20260620,"leaky",2,1,"GSM615213"
20260620,"leaky",2,1,"GSM615224"
20260620,"leaky",2,1,"GSM615229"
20260620,"leaky",2,1,"GSM615231"
20260620,"leaky",2,1,"GSM615243"
20260620,"leaky",2,1,"GSM615245"
20260620,"leaky",2,1,"GSM615246"
20260620,"leaky",2,1,"GSM615253"
20260620,"leaky",2,1,"GSM615258"
20260620,"leaky",2,1,"GSM615264"
20260620,"leaky",2,1,"GSM615267"
20260620,"leaky",2,1,"GSM615270"
20260620,"leaky",2,1,"GSM615278"
20260620,"leaky",2,1,"GSM615280"
20260620,"leaky",2,1,"GSM615288"
20260620,"leaky",2,1,"GSM615293"
20260620,"leaky",2,1,"GSM615297"
20260620,"leaky",2,1,"GSM615301"
20260620,"leaky",2,1,"GSM615304"
20260620,"leaky",2,1,"GSM615308"
20260620,"leaky",2,1,"GSM615311"
20260620,"leaky",2,1,"GSM615326"
20260620,"leaky",2,1,"GSM615331"
20260620,"leaky",2,1,"GSM615332"
20260620,"leaky",2,1,"GSM615339"
20260620,"leaky",2,1,"GSM615340"
20260620,"leaky",2,1,"GSM615341"
20260620,"leaky",2,1,"GSM615347"
20260620,"leaky",2,1,"GSM615349"
20260620,"leaky",2,1,"GSM615355"
20260620,"leaky",2,1,"GSM615360"
20260620,"leaky",2,1,"GSM615363"
20260620,"leaky",2,1,"GSM615366"
20260620,"leaky",2,1,"GSM615381"
20260620,"leaky",2,1,"GSM615385"
20260620,"leaky",2,1,"GSM615386"
20260620,"leaky",2,1,"GSM615388"
20260620,"leaky",2,1,"GSM615392"
20260620,"leaky",2,1,"GSM615395"
20260620,"leaky",2,1,"GSM615403"
20260620,"leaky",2,2,"GSM615099"
20260620,"leaky",2,2,"GSM615104"
20260620,"leaky",2,2,"GSM615110"
20260620,"leaky",2,2,"GSM615122"
20260620,"leaky",2,2,"GSM615132"
20260620,"leaky",2,2,"GSM615137"
20260620,"leaky",2,2,"GSM615140"
20260620,"leaky",2,2,"GSM615144"
20260620,"leaky",2,2,"GSM615161"
20260620,"leaky",2,2,"GSM615165"
20260620,"leaky",2,2,"GSM615167"
20260620,"leaky",2,2,"GSM615168"
20260620,"leaky",2,2,"GSM615172"
20260620,"leaky",2,2,"GSM615175"
20260620,"leaky",2,2,"GSM615189"
20260620,"leaky",2,2,"GSM615192"
20260620,"leaky",2,2,"GSM615201"
20260620,"leaky",2,2,"GSM615207"
20260620,"leaky",2,2,"GSM615208"
20260620,"leaky",2,2,"GSM615216"
20260620,"leaky",2,2,"GSM615222"
20260620,"leaky",2,2,"GSM615227"
20260620,"leaky",2,2,"GSM615228"
20260620,"leaky",2,2,"GSM615232"
20260620,"leaky",2,2,"GSM615236"
20260620,"leaky",2,2,"GSM615237"
20260620,"leaky",2,2,"GSM615238"
20260620,"leaky",2,2,"GSM615240"
20260620,"leaky",2,2,"GSM615248"
20260620,"leaky",2,2,"GSM615259"
20260620,"leaky",2,2,"GSM615268"
20260620,"leaky",2,2,"GSM615273"
20260620,"leaky",2,2,"GSM615277"
20260620,"leaky",2,2,"GSM615281"
20260620,"leaky",2,2,"GSM615286"
20260620,"leaky",2,2,"GSM615289"
20260620,"leaky",2,2,"GSM615296"
20260620,"leaky",2,2,"GSM615298"
20260620,"leaky",2,2,"GSM615309"
20260620,"leaky",2,2,"GSM615314"
20260620,"leaky",2,2,"GSM615315"
20260620,"leaky",2,2,"GSM615316"
20260620,"leaky",2,2,"GSM615317"
20260620,"leaky",2,2,"GSM615334"
20260620,"leaky",2,2,"GSM615337"
20260620,"leaky",2,2,"GSM615342"
20260620,"leaky",2,2,"GSM615343"
20260620,"leaky",2,2,"GSM615344"
20260620,"leaky",2,2,"GSM615346"
20260620,"leaky",2,2,"GSM615348"
20260620,"leaky",2,2,"GSM615350"
20260620,"leaky",2,2,"GSM615352"
20260620,"leaky",2,2,"GSM615353"
20260620,"leaky",2,2,"GSM615361"
20260620,"leaky",2,2,"GSM615368"
20260620,"leaky",2,2,"GSM615370"
20260620,"leaky",2,2,"GSM615371"
20260620,"leaky",2,2,"GSM615377"
20260620,"leaky",2,2,"GSM615382"
20260620,"leaky",2,2,"GSM615384"
20260620,"leaky",2,2,"GSM615399"
20260620,"leaky",2,2,"GSM615402"
20260620,"leaky",2,3,"GSM615096"
20260620,"leaky",2,3,"GSM615102"
20260620,"leaky",2,3,"GSM615106"
20260620,"leaky",2,3,"GSM615107"
20260620,"leaky",2,3,"GSM615111"
20260620,"leaky",2,3,"GSM615127"
20260620,"leaky",2,3,"GSM615133"
20260620,"leaky",2,3,"GSM615134"
20260620,"leaky",2,3,"GSM615135"
20260620,"leaky",2,3,"GSM615136"
20260620,"leaky",2,3,"GSM615141"
20260620,"leaky",2,3,"GSM615142"
20260620,"leaky",2,3,"GSM615145"
20260620,"leaky",2,3,"GSM615151"
20260620,"leaky",2,3,"GSM615162"
20260620,"leaky",2,3,"GSM615170"
20260620,"leaky",2,3,"GSM615171"
20260620,"leaky",2,3,"GSM615173"
20260620,"leaky",2,3,"GSM615177"
20260620,"leaky",2,3,"GSM615180"
20260620,"leaky",2,3,"GSM615190"
20260620,"leaky",2,3,"GSM615196"
20260620,"leaky",2,3,"GSM615200"
20260620,"leaky",2,3,"GSM615202"
20260620,"leaky",2,3,"GSM615204"
20260620,"leaky",2,3,"GSM615210"
20260620,"leaky",2,3,"GSM615214"
20260620,"leaky",2,3,"GSM615218"
20260620,"leaky",2,3,"GSM615221"
20260620,"leaky",2,3,"GSM615256"
20260620,"leaky",2,3,"GSM615257"
20260620,"leaky",2,3,"GSM615260"
20260620,"leaky",2,3,"GSM615263"
20260620,"leaky",2,3,"GSM615269"
20260620,"leaky",2,3,"GSM615272"
20260620,"leaky",2,3,"GSM615279"
20260620,"leaky",2,3,"GSM615283"
20260620,"leaky",2,3,"GSM615285"
20260620,"leaky",2,3,"GSM615290"
20260620,"leaky",2,3,"GSM615294"
20260620,"leaky",2,3,"GSM615302"
20260620,"leaky",2,3,"GSM615313"
20260620,"leaky",2,3,"GSM615322"
20260620,"leaky",2,3,"GSM615323"
20260620,"leaky",2,3,"GSM615324"
20260620,"leaky",2,3,"GSM615333"
20260620,"leaky",2,3,"GSM615335"
20260620,"leaky",2,3,"GSM615336"
20260620,"leaky",2,3,"GSM615338"
20260620,"leaky",2,3,"GSM615356"
20260620,"leaky",2,3,"GSM615359"
20260620,"leaky",2,3,"GSM615372"
20260620,"leaky",2,3,"GSM615374"
20260620,"leaky",2,3,"GSM615375"
20260620,"leaky",2,3,"GSM615376"
20260620,"leaky",2,3,"GSM615380"
20260620,"leaky",2,3,"GSM615383"
20260620,"leaky",2,3,"GSM615390"
20260620,"leaky",2,3,"GSM615394"
20260620,"leaky",2,3,"GSM615396"
20260620,"leaky",2,3,"GSM615400"
20260620,"leaky",2,3,"GSM615401"
20260620,"leaky",2,4,"GSM615103"
20260620,"leaky",2,4,"GSM615112"
20260620,"leaky",2,4,"GSM615113"
20260620,"leaky",2,4,"GSM615116"
20260620,"leaky",2,4,"GSM615120"
20260620,"leaky",2,4,"GSM615123"
20260620,"leaky",2,4,"GSM615125"
20260620,"leaky",2,4,"GSM615126"
20260620,"leaky",2,4,"GSM615129"
20260620,"leaky",2,4,"GSM615131"
20260620,"leaky",2,4,"GSM615138"
20260620,"leaky",2,4,"GSM615139"
20260620,"leaky",2,4,"GSM615147"
20260620,"leaky",2,4,"GSM615152"
20260620,"leaky",2,4,"GSM615153"
20260620,"leaky",2,4,"GSM615154"
20260620,"leaky",2,4,"GSM615157"
20260620,"leaky",2,4,"GSM615174"
20260620,"leaky",2,4,"GSM615178"
20260620,"leaky",2,4,"GSM615181"
20260620,"leaky",2,4,"GSM615199"
20260620,"leaky",2,4,"GSM615203"
20260620,"leaky",2,4,"GSM615206"
20260620,"leaky",2,4,"GSM615217"
20260620,"leaky",2,4,"GSM615219"
20260620,"leaky",2,4,"GSM615220"
20260620,"leaky",2,4,"GSM615225"
20260620,"leaky",2,4,"GSM615226"
20260620,"leaky",2,4,"GSM615230"
20260620,"leaky",2,4,"GSM615234"
20260620,"leaky",2,4,"GSM615239"
20260620,"leaky",2,4,"GSM615242"
20260620,"leaky",2,4,"GSM615244"
20260620,"leaky",2,4,"GSM615247"
20260620,"leaky",2,4,"GSM615249"
20260620,"leaky",2,4,"GSM615252"
20260620,"leaky",2,4,"GSM615255"
20260620,"leaky",2,4,"GSM615265"
20260620,"leaky",2,4,"GSM615266"
20260620,"leaky",2,4,"GSM615271"
20260620,"leaky",2,4,"GSM615275"
20260620,"leaky",2,4,"GSM615282"
20260620,"leaky",2,4,"GSM615284"
20260620,"leaky",2,4,"GSM615287"
20260620,"leaky",2,4,"GSM615300"
20260620,"leaky",2,4,"GSM615303"
20260620,"leaky",2,4,"GSM615310"
20260620,"leaky",2,4,"GSM615312"
20260620,"leaky",2,4,"GSM615321"
20260620,"leaky",2,4,"GSM615329"
20260620,"leaky",2,4,"GSM615345"
20260620,"leaky",2,4,"GSM615351"
20260620,"leaky",2,4,"GSM615354"
20260620,"leaky",2,4,"GSM615358"
20260620,"leaky",2,4,"GSM615362"
20260620,"leaky",2,4,"GSM615373"
20260620,"leaky",2,4,"GSM615378"
20260620,"leaky",2,4,"GSM615389"
20260620,"leaky",2,4,"GSM615393"
20260620,"leaky",2,4,"GSM615397"
20260620,"leaky",2,4,"GSM615404"
20260620,"leaky",2,5,"GSM615097"
20260620,"leaky",2,5,"GSM615098"
20260620,"leaky",2,5,"GSM615109"
20260620,"leaky",2,5,"GSM615143"
20260620,"leaky",2,5,"GSM615148"
20260620,"leaky",2,5,"GSM615149"
20260620,"leaky",2,5,"GSM615150"
20260620,"leaky",2,5,"GSM615155"
20260620,"leaky",2,5,"GSM615156"
20260620,"leaky",2,5,"GSM615158"
20260620,"leaky",2,5,"GSM615160"
20260620,"leaky",2,5,"GSM615164"
20260620,"leaky",2,5,"GSM615169"
20260620,"leaky",2,5,"GSM615176"
20260620,"leaky",2,5,"GSM615179"
20260620,"leaky",2,5,"GSM615182"
20260620,"leaky",2,5,"GSM615183"
20260620,"leaky",2,5,"GSM615186"
20260620,"leaky",2,5,"GSM615188"
20260620,"leaky",2,5,"GSM615191"
20260620,"leaky",2,5,"GSM615193"
20260620,"leaky",2,5,"GSM615195"
20260620,"leaky",2,5,"GSM615197"
20260620,"leaky",2,5,"GSM615205"
20260620,"leaky",2,5,"GSM615215"
20260620,"leaky",2,5,"GSM615223"
20260620,"leaky",2,5,"GSM615233"
20260620,"leaky",2,5,"GSM615235"
20260620,"leaky",2,5,"GSM615241"
20260620,"leaky",2,5,"GSM615250"
20260620,"leaky",2,5,"GSM615251"
20260620,"leaky",2,5,"GSM615254"
20260620,"leaky",2,5,"GSM615261"
20260620,"leaky",2,5,"GSM615262"
20260620,"leaky",2,5,"GSM615274"
20260620,"leaky",2,5,"GSM615276"
20260620,"leaky",2,5,"GSM615291"
20260620,"leaky",2,5,"GSM615292"
20260620,"leaky",2,5,"GSM615295"
20260620,"leaky",2,5,"GSM615299"
20260620,"leaky",2,5,"GSM615305"
20260620,"leaky",2,5,"GSM615306"
20260620,"leaky",2,5,"GSM615307"
20260620,"leaky",2,5,"GSM615318"
20260620,"leaky",2,5,"GSM615319"
20260620,"leaky",2,5,"GSM615320"
20260620,"leaky",2,5,"GSM615325"
20260620,"leaky",2,5,"GSM615327"
20260620,"leaky",2,5,"GSM615328"
20260620,"leaky",2,5,"GSM615330"
20260620,"leaky",2,5,"GSM615357"
20260620,"leaky",2,5,"GSM615364"
20260620,"leaky",2,5,"GSM615365"
20260620,"leaky",2,5,"GSM615367"
20260620,"leaky",2,5,"GSM615369"
20260620,"leaky",2,5,"GSM615379"
20260620,"leaky",2,5,"GSM615387"
20260620,"leaky",2,5,"GSM615391"
20260620,"leaky",2,5,"GSM615398"
20260620,"leaky",2,5,"GSM615405"
20260620,"leaky",3,1,"GSM615099"
20260620,"leaky",3,1,"GSM615100"
20260620,"leaky",3,1,"GSM615112"
20260620,"leaky",3,1,"GSM615113"
20260620,"leaky",3,1,"GSM615123"
20260620,"leaky",3,1,"GSM615128"
20260620,"leaky",3,1,"GSM615132"
20260620,"leaky",3,1,"GSM615133"
20260620,"leaky",3,1,"GSM615135"
20260620,"leaky",3,1,"GSM615137"
20260620,"leaky",3,1,"GSM615147"
20260620,"leaky",3,1,"GSM615150"
20260620,"leaky",3,1,"GSM615151"
20260620,"leaky",3,1,"GSM615160"
20260620,"leaky",3,1,"GSM615171"
20260620,"leaky",3,1,"GSM615172"
20260620,"leaky",3,1,"GSM615173"
20260620,"leaky",3,1,"GSM615174"
20260620,"leaky",3,1,"GSM615177"
20260620,"leaky",3,1,"GSM615185"
20260620,"leaky",3,1,"GSM615186"
20260620,"leaky",3,1,"GSM615188"
20260620,"leaky",3,1,"GSM615189"
20260620,"leaky",3,1,"GSM615197"
20260620,"leaky",3,1,"GSM615198"
20260620,"leaky",3,1,"GSM615203"
20260620,"leaky",3,1,"GSM615212"
20260620,"leaky",3,1,"GSM615219"
20260620,"leaky",3,1,"GSM615221"
20260620,"leaky",3,1,"GSM615222"
20260620,"leaky",3,1,"GSM615231"
20260620,"leaky",3,1,"GSM615233"
20260620,"leaky",3,1,"GSM615235"
20260620,"leaky",3,1,"GSM615243"
20260620,"leaky",3,1,"GSM615245"
20260620,"leaky",3,1,"GSM615250"
20260620,"leaky",3,1,"GSM615254"
20260620,"leaky",3,1,"GSM615259"
20260620,"leaky",3,1,"GSM615270"
20260620,"leaky",3,1,"GSM615271"
20260620,"leaky",3,1,"GSM615276"
20260620,"leaky",3,1,"GSM615283"
20260620,"leaky",3,1,"GSM615285"
20260620,"leaky",3,1,"GSM615295"
20260620,"leaky",3,1,"GSM615310"
20260620,"leaky",3,1,"GSM615313"
20260620,"leaky",3,1,"GSM615315"
20260620,"leaky",3,1,"GSM615324"
20260620,"leaky",3,1,"GSM615326"
20260620,"leaky",3,1,"GSM615327"
20260620,"leaky",3,1,"GSM615329"
20260620,"leaky",3,1,"GSM615332"
