"seed","fold","rank","feature"
20260620,2,36,"209781_s_at"
20260620,2,37,"206754_s_at"
20260620,2,38,"214053_at"
20260620,2,39,"210096_at"
20260620,2,40,"215867_x_at"
20260620,2,41,"219197_s_at"
20260620,2,42,"206373_at"
20260620,2,43,"209173_at"
20260620,2,44,"209603_at"
20260620,2,45,"218009_s_at"
20260620,2,46,"200960_x_at"
20260620,2,47,"222275_at"
20260620,2,48,"205074_at"
20260620,2,49,"204822_at"
20260620,2,50,"213260_at"
20260620,2,51,"218902_at"
20260620,2,52,"213032_at"
20260620,2,53,"200670_at"
20260620,2,54,"201116_s_at"
20260620,2,55,"212638_s_at"
20260620,2,56,"210735_s_at"
20260620,2,57,"203963_at"
20260620,2,58,"202752_x_at"
20260620,2,59,"218259_at"
20260620,2,60,"221207_s_at"
20260620,2,61,"202263_at"
20260620,2,62,"204050_s_at"
20260620,2,63,"209644_x_at"
20260620,2,64,"212441_at"
20260620,2,65,"209623_at"
20260620,2,66,"209289_at"
20260620,2,67,"213134_x_at"
20260620,2,68,"204605_at"
20260620,2,69,"212022_s_at"
20260620,2,70,"213029_at"
20260620,2,71,"219051_x_at"
20260620,2,72,"209791_at"
20260620,2,73,"205201_at"
20260620,2,74,"204962_s_at"
20260620,2,75,"211712_s_at"
20260620,2,76,"209290_s_at"
20260620,2,77,"219874_at"
20260620,2,78,"205548_s_at"
20260620,2,79,"200711_s_at"
20260620,2,80,"219741_x_at"
20260620,2,81,"218755_at"
20260620,2,82,"200011_s_at"
20260620,2,83,"222125_s_at"
20260620,2,84,"218486_at"
20260620,2,85,"202088_at"
20260620,2,86,"205009_at"
20260620,2,87,"208711_s_at"
20260620,2,88,"203712_at"
20260620,2,89,"209114_at"
20260620,2,90,"218976_at"
20260620,2,91,"205186_at"
20260620,2,92,"203788_s_at"
20260620,2,93,"216603_at"
20260620,2,94,"212195_at"
20260620,2,95,"205696_s_at"
20260620,2,96,"201826_s_at"
20260620,2,97,"203929_s_at"
20260620,2,98,"203625_x_at"
20260620,2,99,"214552_s_at"
20260620,2,100,"210074_at"
20260620,3,1,"204750_s_at"
20260620,3,2,"205548_s_at"
20260620,3,3,"213134_x_at"
20260620,3,4,"212099_at"
20260620,3,5,"204825_at"
20260620,3,6,"221986_s_at"
20260620,3,7,"218236_s_at"
20260620,3,8,"203702_s_at"
20260620,3,9,"209623_at"
20260620,3,10,"203038_at"
20260620,3,11,"203693_s_at"
20260620,3,12,"200934_at"
20260620,3,13,"205225_at"
20260620,3,14,"209114_at"
20260620,3,15,"204061_at"
20260620,3,16,"213032_at"
20260620,3,17,"201407_s_at"
20260620,3,18,"210024_s_at"
20260620,3,19,"215034_s_at"
20260620,3,20,"200011_s_at"
20260620,3,21,"209204_at"
20260620,3,22,"218776_s_at"
20260620,3,23,"209644_x_at"
20260620,3,24,"209289_at"
20260620,3,25,"218211_s_at"
20260620,3,26,"218532_s_at"
20260620,3,27,"221934_s_at"
20260620,3,28,"210758_at"
20260620,3,29,"204400_at"
20260620,3,30,"209387_s_at"
20260620,3,31,"219498_s_at"
20260620,3,32,"209386_at"
20260620,3,33,"219051_x_at"
20260620,3,34,"209290_s_at"
20260620,3,35,"212492_s_at"
20260620,3,36,"216092_s_at"
20260620,3,37,"213029_at"
20260620,3,38,"202134_s_at"
20260620,3,39,"212956_at"
20260620,3,40,"208165_s_at"
20260620,3,41,"214745_at"
20260620,3,42,"208103_s_at"
20260620,3,43,"212265_at"
20260620,3,44,"210084_x_at"
20260620,3,45,"210052_s_at"
20260620,3,46,"204822_at"
20260620,3,47,"221505_at"
20260620,3,48,"218164_at"
20260620,3,49,"211931_s_at"
20260620,3,50,"1438_at"
20260620,3,51,"209211_at"
20260620,3,52,"202263_at"
20260620,3,53,"212960_at"
20260620,3,54,"206392_s_at"
20260620,3,55,"206194_at"
20260620,3,56,"218902_at"
20260620,3,57,"205074_at"
20260620,3,58,"203358_s_at"
20260620,3,59,"222275_at"
20260620,3,60,"202412_s_at"
20260620,3,61,"214440_at"
20260620,3,62,"202933_s_at"
20260620,3,63,"200052_s_at"
20260620,3,64,"203999_at"
20260620,3,65,"211466_at"
20260620,3,66,"200718_s_at"
20260620,3,67,"205044_at"
20260620,3,68,"201177_s_at"
20260620,3,69,"219752_at"
20260620,3,70,"204775_at"
20260620,3,71,"218886_at"
20260620,3,72,"204304_s_at"
20260620,3,73,"214496_x_at"
20260620,3,74,"201231_s_at"
20260620,3,75,"217744_s_at"
20260620,3,76,"206391_at"
20260620,3,77,"213249_at"
20260620,3,78,"201938_at"
20260620,3,79,"211084_x_at"
20260620,3,80,"209109_s_at"
20260620,3,81,"201663_s_at"
20260620,3,82,"203066_at"
20260620,3,83,"214431_at"
20260620,3,84,"212022_s_at"
20260620,3,85,"201563_at"
20260620,3,86,"203458_at"
20260620,3,87,"218726_at"
20260620,3,88,"208872_s_at"
20260620,3,89,"214428_x_at"
20260620,3,90,"207039_at"
20260620,3,91,"204240_s_at"
20260620,3,92,"209604_s_at"
20260620,3,93,"205696_s_at"
20260620,3,94,"206373_at"
20260620,3,95,"221872_at"
20260620,3,96,"214109_at"
20260620,3,97,"222039_at"
20260620,3,98,"210074_at"
20260620,3,99,"208451_s_at"
20260620,3,100,"218868_at"
20260620,4,1,"204825_at"
20260620,4,2,"203999_at"
20260620,4,3,"210084_x_at"
20260620,4,4,"204750_s_at"
20260620,4,5,"216237_s_at"
20260620,4,6,"213134_x_at"
20260620,4,7,"210052_s_at"
20260620,4,8,"219874_at"
20260620,4,9,"202483_s_at"
20260620,4,10,"205548_s_at"
20260620,4,11,"218726_at"
20260620,4,12,"205225_at"
20260620,4,13,"209832_s_at"
20260620,4,14,"201755_at"
20260620,4,15,"220238_s_at"
20260620,4,16,"215034_s_at"
20260620,4,17,"204822_at"
20260620,4,18,"204400_at"
20260620,4,19,"203038_at"
20260620,4,20,"203702_s_at"
20260620,4,21,"204203_at"
20260620,4,22,"209642_at"
20260620,4,23,"204315_s_at"
20260620,4,24,"218259_at"
20260620,4,25,"200052_s_at"
20260620,4,26,"204962_s_at"
20260620,4,27,"204775_at"
20260620,4,28,"217640_x_at"
20260620,4,29,"212330_at"
20260620,4,30,"209604_s_at"
20260620,4,31,"221864_at"
20260620,4,32,"221436_s_at"
20260620,4,33,"222275_at"
20260620,4,34,"214431_at"
20260620,4,35,"206392_s_at"
20260620,4,36,"214109_at"
20260620,4,37,"221520_s_at"
20260620,4,38,"214053_at"
20260620,4,39,"202870_s_at"
20260620,4,40,"212956_at"
20260620,4,41,"203693_s_at"
20260620,4,42,"220935_s_at"
20260620,4,43,"202134_s_at"
20260620,4,44,"204481_at"
20260620,4,45,"221524_s_at"
20260620,4,46,"209623_at"
20260620,4,47,"221986_s_at"
20260620,4,48,"213702_x_at"
20260620,4,49,"210074_at"
20260620,4,50,"209421_at"
20260620,4,51,"218542_at"
20260620,4,52,"218902_at"
20260620,4,53,"221203_s_at"
20260620,4,54,"201663_s_at"
20260620,4,55,"205339_at"
20260620,4,56,"206391_at"
20260620,4,57,"212022_s_at"
20260620,4,58,"202933_s_at"
20260620,4,59,"218211_s_at"
20260620,4,60,"222039_at"
20260620,4,61,"218755_at"
20260620,4,62,"200718_s_at"
20260620,4,63,"209464_at"
20260620,4,64,"208854_s_at"
20260620,4,65,"221872_at"
20260620,4,66,"203418_at"
20260620,4,67,"206194_at"
20260620,4,68,"212099_at"
20260620,4,69,"219990_at"
20260620,4,70,"222118_at"
20260620,4,71,"216685_s_at"
20260620,4,72,"209386_at"
20260620,4,73,"203929_s_at"
20260620,4,74,"219051_x_at"
20260620,4,75,"205296_at"
20260620,4,76,"200881_s_at"
20260620,4,77,"209204_at"
20260620,4,78,"219650_at"
20260620,4,79,"210024_s_at"
20260620,4,80,"217352_at"
20260620,4,81,"212960_at"
20260620,4,82,"214428_x_at"
20260620,4,83,"209387_s_at"
20260620,4,84,"202240_at"
20260620,4,85,"201970_s_at"
20260620,4,86,"218394_at"
20260620,4,87,"209747_at"
20260620,4,88,"40016_g_at"
20260620,4,89,"208961_s_at"
20260620,4,90,"217924_at"
20260620,4,91,"218009_s_at"
20260620,4,92,"205394_at"
20260620,4,93,"212441_at"
20260620,4,94,"214440_at"
20260620,4,95,"214746_s_at"
20260620,4,96,"201231_s_at"
20260620,4,97,"216092_s_at"
20260620,4,98,"221934_s_at"
20260620,4,99,"219197_s_at"
20260620,4,100,"213032_at"
20260620,5,1,"204750_s_at"
20260620,5,2,"213032_at"
20260620,5,3,"205225_at"
20260620,5,4,"209289_at"
20260620,5,5,"213029_at"
20260620,5,6,"209290_s_at"
20260620,5,7,"204825_at"
20260620,5,8,"203999_at"
20260620,5,9,"212099_at"
20260620,5,10,"212956_at"
20260620,5,11,"210084_x_at"
20260620,5,12,"205548_s_at"
20260620,5,13,"203693_s_at"
20260620,5,14,"206373_at"
20260620,5,15,"214440_at"
20260620,5,16,"212960_at"
20260620,5,17,"201970_s_at"
20260620,5,18,"222275_at"
20260620,5,19,"212638_s_at"
20260620,5,20,"218211_s_at"
20260620,5,21,"213134_x_at"
20260620,5,22,"214431_at"
20260620,5,23,"221677_s_at"
20260620,5,24,"218532_s_at"
20260620,5,25,"210052_s_at"
20260620,5,26,"203066_at"
20260620,5,27,"219051_x_at"
20260620,5,28,"200718_s_at"
20260620,5,29,"209644_x_at"
20260620,5,30,"205696_s_at"
20260620,5,31,"209604_s_at"
20260620,5,32,"204623_at"
20260620,5,33,"221872_at"
20260620,5,34,"211466_at"
20260620,5,35,"204304_s_at"
20260620,5,36,"203702_s_at"
20260620,5,37,"212492_s_at"
20260620,5,38,"202341_s_at"
20260620,5,39,"202134_s_at"
20260620,5,40,"211084_x_at"
20260620,5,41,"206754_s_at"
20260620,5,42,"209204_at"
20260620,5,43,"211467_s_at"
20260620,5,44,"206194_at"
20260620,5,45,"207039_at"
20260620,5,46,"220540_at"
20260620,5,47,"221524_s_at"
20260620,5,48,"206392_s_at"
20260620,5,49,"203963_at"
20260620,5,50,"205009_at"
20260620,5,51,"203712_at"
20260620,5,52,"208451_s_at"
20260620,5,53,"222039_at"
20260620,5,54,"206869_at"
20260620,5,55,"216685_s_at"
20260620,5,56,"214428_x_at"
20260620,5,57,"209386_at"
20260620,5,58,"211235_s_at"
20260620,5,59,"214164_x_at"
20260620,5,60,"211714_x_at"
20260620,5,61,"206391_at"
20260620,5,62,"209623_at"
20260620,5,63,"210735_s_at"
20260620,5,64,"215034_s_at"
20260620,5,65,"213523_at"
20260620,5,66,"216092_s_at"
20260620,5,67,"218259_at"
20260620,5,68,"204822_at"
20260620,5,69,"201231_s_at"
20260620,5,70,"203571_s_at"
20260620,5,71,"202870_s_at"
20260620,5,72,"201663_s_at"
20260620,5,73,"215867_x_at"
20260620,5,74,"205081_at"
20260620,5,75,"202589_at"
20260620,5,76,"202107_s_at"
20260620,5,77,"202263_at"
20260620,5,78,"221986_s_at"
20260620,5,79,"204962_s_at"
20260620,5,80,"204012_s_at"
20260620,5,81,"201938_at"
20260620,5,82,"218164_at"
20260620,5,83,"216381_x_at"
20260620,5,84,"218902_at"
20260620,5,85,"209603_at"
20260620,5,86,"210024_s_at"
20260620,5,87,"209408_at"
20260620,5,88,"212196_at"
20260620,5,89,"209421_at"
20260620,5,90,"209122_at"
20260620,5,91,"219874_at"
20260620,5,92,"209832_s_at"
20260620,5,93,"209781_s_at"
20260620,5,94,"200934_at"
20260620,5,95,"220295_x_at"
20260620,5,96,"209026_x_at"
20260620,5,97,"201555_at"
20260620,5,98,"221253_s_at"
20260620,5,99,"221012_s_at"
20260620,5,100,"202932_at"
20260621,1,1,"210084_x_at"
20260621,1,2,"204825_at"
20260621,1,3,"210052_s_at"
20260621,1,4,"218726_at"
20260621,1,5,"206373_at"
20260621,1,6,"204822_at"
20260621,1,7,"205548_s_at"
20260621,1,8,"205225_at"
20260621,1,9,"204962_s_at"
20260621,1,10,"213134_x_at"
20260621,1,11,"204750_s_at"
20260621,1,12,"219051_x_at"
20260621,1,13,"209832_s_at"
20260621,1,14,"208711_s_at"
20260621,1,15,"222039_at"
20260621,1,16,"202589_at"
20260621,1,17,"209408_at"
20260621,1,18,"209644_x_at"
20260621,1,19,"203999_at"
20260621,1,20,"209642_at"
20260621,1,21,"202107_s_at"
20260621,1,22,"203693_s_at"
20260621,1,23,"209781_s_at"
20260621,1,24,"203702_s_at"
20260621,1,25,"202240_at"
20260621,1,26,"212099_at"
20260621,1,27,"208712_at"
20260621,1,28,"201663_s_at"
20260621,1,29,"204240_s_at"
20260621,1,30,"218755_at"
20260621,1,31,"208451_s_at"
20260621,1,32,"214428_x_at"
20260621,1,33,"207039_at"
20260621,1,34,"209204_at"
20260621,1,35,"209623_at"
20260621,1,36,"212956_at"
20260621,1,37,"214431_at"
20260621,1,38,"202870_s_at"
20260621,1,39,"201664_at"
20260621,1,40,"210074_at"
20260621,1,41,"205347_s_at"
20260621,1,42,"218902_at"
20260621,1,43,"218350_s_at"
20260621,1,44,"200934_at"
20260621,1,45,"212960_at"
20260621,1,46,"221677_s_at"
20260621,1,47,"203929_s_at"
20260621,1,48,"214053_at"
20260621,1,49,"211519_s_at"
20260621,1,50,"209122_at"
20260621,1,51,"218355_at"
20260621,1,52,"204914_s_at"
20260621,1,53,"203418_at"
20260621,1,54,"221864_at"
20260621,1,55,"208022_s_at"
20260621,1,56,"222275_at"
20260621,1,57,"204400_at"
20260621,1,58,"216237_s_at"
20260621,1,59,"202263_at"
20260621,1,60,"221046_s_at"
20260621,1,61,"201930_at"
20260621,1,62,"204023_at"
20260621,1,63,"221922_at"
20260621,1,64,"201231_s_at"
20260621,1,65,"221258_s_at"
20260621,1,66,"220295_x_at"
20260621,1,67,"209604_s_at"
20260621,1,68,"204092_s_at"
20260621,1,69,"221524_s_at"
20260621,1,70,"203712_at"
20260621,1,71,"201555_at"
20260621,1,72,"200052_s_at"
20260621,1,73,"212330_at"
20260621,1,74,"216092_s_at"
20260621,1,75,"205296_at"
20260621,1,76,"206194_at"
20260621,1,77,"201970_s_at"
20260621,1,78,"222118_at"
20260621,1,79,"218542_at"
20260621,1,80,"212022_s_at"
20260621,1,81,"212492_s_at"
20260621,1,82,"215034_s_at"
20260621,1,83,"221872_at"
20260621,1,84,"218259_at"
20260621,1,85,"204767_s_at"
20260621,1,86,"205696_s_at"
20260621,1,87,"202134_s_at"
20260621,1,88,"219752_at"
20260621,1,89,"221934_s_at"
20260621,1,90,"213846_at"
20260621,1,91,"203571_s_at"
20260621,1,92,"207134_x_at"
20260621,1,93,"213032_at"
20260621,1,94,"203397_s_at"
20260621,1,95,"221986_s_at"
20260621,1,96,"212638_s_at"
20260621,1,97,"201291_s_at"
20260621,1,98,"204315_s_at"
20260621,1,99,"203928_x_at"
20260621,1,100,"206391_at"
20260621,2,1,"204750_s_at"
20260621,2,2,"203693_s_at"
20260621,2,3,"204825_at"
20260621,2,4,"205225_at"
20260621,2,5,"213134_x_at"
20260621,2,6,"218236_s_at"
20260621,2,7,"218211_s_at"
20260621,2,8,"212099_at"
20260621,2,9,"202933_s_at"
20260621,2,10,"222275_at"
20260621,2,11,"201938_at"
20260621,2,12,"214440_at"
20260621,2,13,"216092_s_at"
20260621,2,14,"202341_s_at"
20260621,2,15,"206194_at"
20260621,2,16,"205548_s_at"
20260621,2,17,"212960_at"
20260621,2,18,"218886_at"
20260621,2,19,"212956_at"
20260621,2,20,"213564_x_at"
20260621,2,21,"211084_x_at"
20260621,2,22,"210735_s_at"
20260621,2,23,"204775_at"
20260621,2,24,"220540_at"
20260621,2,25,"204623_at"
20260621,2,26,"219051_x_at"
20260621,2,27,"202134_s_at"
20260621,2,28,"219874_at"
20260621,2,29,"214164_x_at"
20260621,2,30,"202870_s_at"
20260621,2,31,"209204_at"
20260621,2,32,"201030_x_at"
20260621,2,33,"204822_at"
20260621,2,34,"201970_s_at"
20260621,2,35,"200755_s_at"
20260621,2,36,"209290_s_at"
20260621,2,37,"202932_at"
20260621,2,38,"213032_at"
20260621,2,39,"215867_x_at"
20260621,2,40,"203702_s_at"
20260621,2,41,"221203_s_at"
20260621,2,42,"214431_at"
20260621,2,43,"210052_s_at"
20260621,2,44,"209289_at"
20260621,2,45,"221986_s_at"
20260621,2,46,"200718_s_at"
20260621,2,47,"222039_at"
20260621,2,48,"205044_at"
20260621,2,49,"209623_at"
20260621,2,50,"205339_at"
20260621,2,51,"213523_at"
20260621,2,52,"203963_at"
20260621,2,53,"213029_at"
20260621,2,54,"209386_at"
20260621,2,55,"205696_s_at"
20260621,2,56,"210084_x_at"
20260621,2,57,"201663_s_at"
20260621,2,58,"215034_s_at"
20260621,2,59,"201231_s_at"
20260621,2,60,"209604_s_at"
20260621,2,61,"214053_at"
20260621,2,62,"206373_at"
20260621,2,63,"201579_at"
20260621,2,64,"214004_s_at"
20260621,2,65,"218394_at"
20260621,2,66,"210024_s_at"
20260621,2,67,"222158_s_at"
20260621,2,68,"203066_at"
20260621,2,69,"210074_at"
20260621,2,70,"203999_at"
20260621,2,71,"212492_s_at"
20260621,2,72,"209173_at"
20260621,2,73,"212022_s_at"
20260621,2,74,"203038_at"
20260621,2,75,"206392_s_at"
20260621,2,76,"207030_s_at"
20260621,2,77,"204667_at"
20260621,2,78,"202580_x_at"
20260621,2,79,"202035_s_at"
20260621,2,80,"221864_at"
20260621,2,81,"203256_at"
20260621,2,82,"209109_s_at"
20260621,2,83,"214109_at"
20260621,2,84,"200934_at"
20260621,2,85,"202589_at"
20260621,2,86,"203896_s_at"
20260621,2,87,"202107_s_at"
20260621,2,88,"200052_s_at"
20260621,2,89,"216603_at"
20260621,2,90,"210886_x_at"
20260621,2,91,"209644_x_at"
20260621,2,92,"206869_at"
20260621,2,93,"200670_at"
20260621,2,94,"205009_at"
20260621,2,95,"202342_s_at"
20260621,2,96,"214428_x_at"
20260621,2,97,"202412_s_at"
20260621,2,98,"1438_at"
20260621,2,99,"218902_at"
20260621,2,100,"202413_s_at"
20260621,3,1,"204750_s_at"
20260621,3,2,"218532_s_at"
20260621,3,3,"204825_at"
20260621,3,4,"210084_x_at"
20260621,3,5,"205548_s_at"
20260621,3,6,"213134_x_at"
20260621,3,7,"200718_s_at"
20260621,3,8,"205225_at"
20260621,3,9,"212099_at"
20260621,3,10,"214440_at"
20260621,3,11,"203999_at"
20260621,3,12,"212960_at"
20260621,3,13,"212956_at"
20260621,3,14,"219051_x_at"
20260621,3,15,"203693_s_at"
20260621,3,16,"219956_at"
20260621,3,17,"203038_at"
20260621,3,18,"204012_s_at"
20260621,3,19,"210052_s_at"
20260621,3,20,"218902_at"
20260621,3,21,"209832_s_at"
20260621,3,22,"209623_at"
20260621,3,23,"212638_s_at"
20260621,3,24,"222039_at"
20260621,3,25,"205696_s_at"
20260621,3,26,"204822_at"
20260621,3,27,"209604_s_at"
20260621,3,28,"201976_s_at"
20260621,3,29,"221872_at"
20260621,3,30,"217744_s_at"
20260621,3,31,"218211_s_at"
20260621,3,32,"221524_s_at"
20260621,3,33,"206391_at"
20260621,3,34,"213032_at"
20260621,3,35,"209386_at"
20260621,3,36,"203702_s_at"
20260621,3,37,"201231_s_at"
20260621,3,38,"203397_s_at"
20260621,3,39,"206194_at"
20260621,3,40,"204962_s_at"
20260621,3,41,"215034_s_at"
20260621,3,42,"213249_at"
20260621,3,43,"209204_at"
20260621,3,44,"206373_at"
20260621,3,45,"210074_at"
20260621,3,46,"204400_at"
20260621,3,47,"209114_at"
20260621,3,48,"206392_s_at"
20260621,3,49,"209289_at"
20260621,3,50,"214164_x_at"
20260621,3,51,"203712_at"
20260621,3,52,"214053_at"
20260621,3,53,"219874_at"
20260621,3,54,"206754_s_at"
20260621,3,55,"222275_at"
20260621,3,56,"202263_at"
20260621,3,57,"213029_at"
20260621,3,58,"200011_s_at"
20260621,3,59,"216092_s_at"
20260621,3,60,"210024_s_at"
20260621,3,61,"211712_s_at"
20260621,3,62,"204493_at"
20260621,3,63,"218259_at"
20260621,3,64,"215867_x_at"
20260621,3,65,"209644_x_at"
20260621,3,66,"45633_at"
20260621,3,67,"216237_s_at"
20260621,3,68,"203963_at"
20260621,3,69,"222256_s_at"
20260621,3,70,"201177_s_at"
20260621,3,71,"221203_s_at"
20260621,3,72,"209122_at"
20260621,3,73,"210735_s_at"
20260621,3,74,"202870_s_at"
20260621,3,75,"221253_s_at"
20260621,3,76,"206869_at"
20260621,3,77,"212265_at"
20260621,3,78,"213651_at"
20260621,3,79,"209173_at"
20260621,3,80,"209290_s_at"
20260621,3,81,"202933_s_at"
20260621,3,82,"209421_at"
20260621,3,83,"205597_at"
20260621,3,84,"209387_s_at"
20260621,3,85,"218726_at"
20260621,3,86,"203143_s_at"
20260621,3,87,"212022_s_at"
20260621,3,88,"214431_at"
20260621,3,89,"203692_s_at"
20260621,3,90,"203066_at"
20260621,3,91,"209822_s_at"
20260621,3,92,"209603_at"
20260621,3,93,"204315_s_at"
20260621,3,94,"218309_at"
20260621,3,95,"205201_at"
20260621,3,96,"220295_x_at"
20260621,3,97,"218236_s_at"
20260621,3,98,"221864_at"
20260621,3,99,"215043_s_at"
20260621,3,100,"201555_at"
20260621,4,1,"204750_s_at"
20260621,4,2,"205225_at"
20260621,4,3,"204825_at"
20260621,4,4,"203999_at"
20260621,4,5,"213032_at"
20260621,4,6,"209289_at"
20260621,4,7,"210084_x_at"
20260621,4,8,"203702_s_at"
20260621,4,9,"214440_at"
20260621,4,10,"205548_s_at"
20260621,4,11,"213134_x_at"
20260621,4,12,"204400_at"
20260621,4,13,"203397_s_at"
20260621,4,14,"202263_at"
20260621,4,15,"209290_s_at"
20260621,4,16,"212956_at"
20260621,4,17,"204304_s_at"
20260621,4,18,"221524_s_at"
20260621,4,19,"213029_at"
20260621,4,20,"215034_s_at"
20260621,4,21,"209644_x_at"
20260621,4,22,"209122_at"
20260621,4,23,"212492_s_at"
20260621,4,24,"209604_s_at"
20260621,4,25,"212638_s_at"
20260621,4,26,"214745_at"
20260621,4,27,"212960_at"
20260621,4,28,"218211_s_at"
20260621,4,29,"202870_s_at"
20260621,4,30,"202134_s_at"
20260621,4,31,"203693_s_at"
20260621,4,32,"210052_s_at"
20260621,4,33,"206754_s_at"
20260621,4,34,"203038_at"
20260621,4,35,"209204_at"
20260621,4,36,"221872_at"
20260621,4,37,"214431_at"
20260621,4,38,"214428_x_at"
20260621,4,39,"208451_s_at"
20260621,4,40,"212099_at"
20260621,4,41,"206391_at"
20260621,4,42,"206392_s_at"
20260621,4,43,"218259_at"
20260621,4,44,"218164_at"
20260621,4,45,"219874_at"
20260621,4,46,"210024_s_at"
20260621,4,47,"219752_at"
20260621,4,48,"205009_at"
20260621,4,49,"204623_at"
20260621,4,50,"200718_s_at"
20260621,4,51,"207011_s_at"
20260621,4,52,"209387_s_at"
20260621,4,53,"205696_s_at"
20260621,4,54,"219051_x_at"
20260621,4,55,"204822_at"
20260621,4,56,"216092_s_at"
20260621,4,57,"209114_at"
20260621,4,58,"209623_at"
20260621,4,59,"203066_at"
20260621,4,60,"222275_at"
20260621,4,61,"206869_at"
20260621,4,62,"209386_at"
20260621,4,63,"209781_s_at"
20260621,4,64,"203712_at"
20260621,4,65,"209421_at"
20260621,4,66,"211234_x_at"
20260621,4,67,"204493_at"
20260621,4,68,"205081_at"
20260621,4,69,"218532_s_at"
20260621,4,70,"204203_at"
20260621,4,71,"216685_s_at"
20260621,4,72,"203571_s_at"
